INFO 2024-12-28 13:37:03,420 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-28 13:38:16,228 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1732379726.3402965
DEBUG 2024-12-28 13:38:16,228 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1732379726.247765
DEBUG 2024-12-28 13:38:16,228 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\asyncio\taskgroups.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,228 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\backends\__init__.py first seen with mtime 1732379726.2397642
DEBUG 2024-12-28 13:38:16,229 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\DLLs\unicodedata.pyd first seen with mtime 1717692902.0
DEBUG 2024-12-28 13:38:16,229 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\pprint.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,229 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_adapters.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,229 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\views\decorators\common.py first seen with mtime 1732379726.4893355
DEBUG 2024-12-28 13:38:16,229 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\urllib\__init__.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,229 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\numbers.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,229 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1732379726.4618175
DEBUG 2024-12-28 13:38:16,229 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\core\exceptions.py first seen with mtime 1732379726.1513703
DEBUG 2024-12-28 13:38:16,229 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\urls\exceptions.py first seen with mtime 1732379726.4508135
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\social\apps.py first seen with mtime 1735385695.762959
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\templatetags\static.py first seen with mtime 1732379726.4408123
DEBUG 2024-12-28 13:38:16,230 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_adapters.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\template\loader.py first seen with mtime 1732379726.4288144
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1732379724.427241
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templatetags\bootstrap5.py first seen with mtime 1732379733.2278612
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\PIL\_binary.py first seen with mtime 1730899116.9459443
DEBUG 2024-12-28 13:38:16,230 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\utils\crypto.py first seen with mtime 1732379726.457815
DEBUG 2024-12-28 13:38:16,231 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\email\charset.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,231 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\hmac.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,231 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\pkgutil.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,231 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1732379726.3332925
DEBUG 2024-12-28 13:38:16,231 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1732379726.4728253
DEBUG 2024-12-28 13:38:16,231 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\utils\cache.py first seen with mtime 1732379726.4568136
DEBUG 2024-12-28 13:38:16,231 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\views\static.py first seen with mtime 1732379726.4863372
DEBUG 2024-12-28 13:38:16,232 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\views\debug.py first seen with mtime 1732379726.4843369
DEBUG 2024-12-28 13:38:16,232 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\difflib.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:16,232 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5 first seen with mtime 1732379733.2258613
DEBUG 2024-12-28 13:38:16,232 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\bootstrap5.html first seen with mtime 1732379733.222862
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\field_errors.html first seen with mtime 1732379733.2238638
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\field_help_text.html first seen with mtime 1732379733.2248628
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\form_errors.html first seen with mtime 1732379733.2248628
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\messages.html first seen with mtime 1732379733.2258613
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\pagination.html first seen with mtime 1732379733.2258613
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\widgets first seen with mtime 1732379733.2268627
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\bootstrap5\templates\bootstrap5\widgets\radio_select_button_group.html first seen with mtime 1732379733.2268627
DEBUG 2024-12-28 13:38:16,233 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\home.html first seen with mtime 1735385695.7750278
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\login.html first seen with mtime 1735385695.7750278
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\logout.html first seen with mtime 1735385695.776028
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\master.html first seen with mtime 1735385695.776028
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\news_feed.html first seen with mtime 1735385695.776028
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\post.html first seen with mtime 1735385695.776028
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\post_create.html first seen with mtime 1735385695.777028
DEBUG 2024-12-28 13:38:16,235 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\post_edit.html first seen with mtime 1735385695.777028
DEBUG 2024-12-28 13:38:16,236 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\profile.html first seen with mtime 1735385695.777028
DEBUG 2024-12-28 13:38:16,236 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\profile_edit.html first seen with mtime 1735385695.777028
DEBUG 2024-12-28 13:38:16,236 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\register.html first seen with mtime 1735385695.7780287
DEBUG 2024-12-28 13:38:16,236 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\templates\settings.html first seen with mtime 1735385695.7780287
DEBUG 2024-12-28 13:38:17,473 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\DjangoGramm\wsgi.py first seen with mtime 1735385695.7619596
DEBUG 2024-12-28 13:38:17,476 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\stringprep.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:17,480 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\social\migrations\0002_remove_like_created_at_follow.py first seen with mtime 1735385695.7669592
DEBUG 2024-12-28 13:38:17,480 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1732379724.6163116
DEBUG 2024-12-28 13:38:17,481 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1732379725.8893204
DEBUG 2024-12-28 13:38:17,481 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1732379726.2932909
DEBUG 2024-12-28 13:38:17,483 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1732379724.61331
DEBUG 2024-12-28 13:38:17,484 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1732379726.4148142
DEBUG 2024-12-28 13:38:17,487 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1732379724.8023567
DEBUG 2024-12-28 13:38:17,488 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1732379724.80336
DEBUG 2024-12-28 13:38:17,488 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\middleware\common.py first seen with mtime 1732379726.4148142
DEBUG 2024-12-28 13:38:17,490 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\social\migrations\__init__.py first seen with mtime 1735385695.7669592
DEBUG 2024-12-28 13:38:17,491 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1732379724.1430924
DEBUG 2024-12-28 13:38:17,492 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1732379726.161369
DEBUG 2024-12-28 13:38:17,492 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\views\csrf.py first seen with mtime 1732379726.4843369
DEBUG 2024-12-28 13:38:17,494 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\social\migrations\0003_alter_follow_follower_alter_follow_following.py first seen with mtime 1735385695.7669592
DEBUG 2024-12-28 13:38:17,495 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\encodings\idna.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:17,495 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1732379724.6113079
DEBUG 2024-12-28 13:38:17,496 autoreload File D:\FoxMinded\dev\task-12-create-basic-application\DjangoGramm\social\migrations\0001_initial.py first seen with mtime 1735385695.7659595
DEBUG 2024-12-28 13:38:17,496 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1732379725.685266
DEBUG 2024-12-28 13:38:17,498 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1732379724.6173098
DEBUG 2024-12-28 13:38:17,499 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1732379725.6935084
DEBUG 2024-12-28 13:38:17,500 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1732379726.2912965
DEBUG 2024-12-28 13:38:17,505 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1732379724.6103094
DEBUG 2024-12-28 13:38:17,505 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1732379724.1430924
DEBUG 2024-12-28 13:38:17,506 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1732379724.6143115
DEBUG 2024-12-28 13:38:17,506 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1732379724.6153111
DEBUG 2024-12-28 13:38:17,506 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1732379724.1440876
DEBUG 2024-12-28 13:38:17,509 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1732379726.2922926
DEBUG 2024-12-28 13:38:17,511 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1732379725.3797202
DEBUG 2024-12-28 13:38:17,513 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1732379726.3322928
DEBUG 2024-12-28 13:38:17,513 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1732379726.2952976
DEBUG 2024-12-28 13:38:17,513 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1732379724.6153111
DEBUG 2024-12-28 13:38:17,515 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1732379724.8023567
DEBUG 2024-12-28 13:38:17,517 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1732379724.6123085
DEBUG 2024-12-28 13:38:17,517 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1732379724.6103094
DEBUG 2024-12-28 13:38:17,518 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1732379724.1440876
DEBUG 2024-12-28 13:38:17,519 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1732379724.6173098
DEBUG 2024-12-28 13:38:17,519 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1732379724.6123085
DEBUG 2024-12-28 13:38:17,519 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\whitenoise\middleware.py first seen with mtime 1734701865.2789245
DEBUG 2024-12-28 13:38:17,519 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1732379724.6143115
DEBUG 2024-12-28 13:38:17,520 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\staticfiles\storage.py first seen with mtime 1732379726.1383696
DEBUG 2024-12-28 13:38:17,522 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1732379725.8893204
DEBUG 2024-12-28 13:38:18,953 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\util\util.py first seen with mtime 1734619775.7851067
DEBUG 2024-12-28 13:38:18,955 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\xml\etree\__init__.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:18,955 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\docs\service.py first seen with mtime 1734619777.7059832
DEBUG 2024-12-28 13:38:18,956 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\parser.py first seen with mtime 1734619775.9021716
DEBUG 2024-12-28 13:38:18,956 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\visitor.py first seen with mtime 1734619775.908498
DEBUG 2024-12-28 13:38:18,957 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\dateutil\relativedelta.py first seen with mtime 1734619775.9382074
DEBUG 2024-12-28 13:38:18,957 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\signers.py first seen with mtime 1734619776.054424
DEBUG 2024-12-28 13:38:18,957 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\resources\model.py first seen with mtime 1734619777.7165
DEBUG 2024-12-28 13:38:18,958 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\lexer.py first seen with mtime 1734619775.9021716
DEBUG 2024-12-28 13:38:18,958 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\paginator.py first seen with mtime 1734619777.1702006
DEBUG 2024-12-28 13:38:18,959 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\credentials.py first seen with mtime 1734619776.0410492
DEBUG 2024-12-28 13:38:18,959 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\s3\transfer.py first seen with mtime 1734619777.7189798
DEBUG 2024-12-28 13:38:18,959 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\functions.py first seen with mtime 1734619775.9021716
DEBUG 2024-12-28 13:38:18,960 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\s3transfer\constants.py first seen with mtime 1734619777.6162937
DEBUG 2024-12-28 13:38:18,960 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\serialize.py first seen with mtime 1734619776.053384
DEBUG 2024-12-28 13:38:18,961 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\compat.py first seen with mtime 1734619775.9021716
DEBUG 2024-12-28 13:38:18,961 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1734619775.7742133
DEBUG 2024-12-28 13:38:18,962 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\parsers.py first seen with mtime 1734619776.050515
DEBUG 2024-12-28 13:38:18,962 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\connection.py first seen with mtime 1734619775.7635062
DEBUG 2024-12-28 13:38:18,963 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\bcdoc\__init__.py first seen with mtime 1734619777.1742778
DEBUG 2024-12-28 13:38:18,963 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1734619775.7635062
DEBUG 2024-12-28 13:38:18,963 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\s3\__init__.py first seen with mtime 1734619777.717967
DEBUG 2024-12-28 13:38:18,964 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\__init__.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:18,964 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\endpoint_provider.py first seen with mtime 1734619776.0410492
DEBUG 2024-12-28 13:38:18,964 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\docs\attr.py first seen with mtime 1734619777.7020586
DEBUG 2024-12-28 13:38:18,965 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\connection.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:18,965 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\loaders.py first seen with mtime 1734619776.0410492
DEBUG 2024-12-28 13:38:18,966 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\docs\client.py first seen with mtime 1734619777.7034707
DEBUG 2024-12-28 13:38:18,967 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\dateutil\parser\__init__.py first seen with mtime 1734619775.9382074
DEBUG 2024-12-28 13:38:18,967 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\dateutil\tz\win.py first seen with mtime 1734619775.9482312
DEBUG 2024-12-28 13:38:18,967 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\sessions\serializers.py first seen with mtime 1732379725.688269
DEBUG 2024-12-28 13:38:18,968 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\storages\backends\s3.py first seen with mtime 1734619883.415439
DEBUG 2024-12-28 13:38:18,968 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\s3transfer\tasks.py first seen with mtime 1734619777.6218185
DEBUG 2024-12-28 13:38:18,968 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\configparser.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:18,969 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\django\contrib\messages\storage\cookie.py first seen with mtime 1732379725.3819494
DEBUG 2024-12-28 13:38:18,969 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\sharedexample.py first seen with mtime 1734619777.1717176
DEBUG 2024-12-28 13:38:18,969 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\util\__init__.py first seen with mtime 1734619775.7742133
DEBUG 2024-12-28 13:38:18,970 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\params.py first seen with mtime 1734619777.1702006
DEBUG 2024-12-28 13:38:18,970 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\dateutil\parser\isoparser.py first seen with mtime 1734619775.9447122
DEBUG 2024-12-28 13:38:18,971 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\six.py first seen with mtime 1734619775.8879366
DEBUG 2024-12-28 13:38:18,972 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\exceptions.py first seen with mtime 1734619777.686334
DEBUG 2024-12-28 13:38:18,972 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\docs\method.py first seen with mtime 1734619777.704976
DEBUG 2024-12-28 13:38:18,972 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\bcdoc\restdoc.py first seen with mtime 1734619777.175278
DEBUG 2024-12-28 13:38:18,973 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\Lib\shlex.py first seen with mtime 1717692852.0
DEBUG 2024-12-28 13:38:18,973 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\util\ssl_match_hostname.py first seen with mtime 1734619775.7742133
DEBUG 2024-12-28 13:38:18,974 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\exceptions.py first seen with mtime 1734619775.9021716
DEBUG 2024-12-28 13:38:18,974 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\jmespath\__init__.py first seen with mtime 1734619775.9021716
DEBUG 2024-12-28 13:38:18,975 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\session.py first seen with mtime 1734619777.6873338
DEBUG 2024-12-28 13:38:18,976 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\dateutil\tz\_factories.py first seen with mtime 1734619775.9447122
DEBUG 2024-12-28 13:38:18,976 autoreload File C:\Users\Oleg\AppData\Local\Programs\Python\Python312\DLLs\_multiprocessing.pyd first seen with mtime 1717692902.0
DEBUG 2024-12-28 13:38:18,978 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\regions.py first seen with mtime 1734619776.051838
DEBUG 2024-12-28 13:38:18,978 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\__init__.py first seen with mtime 1734619777.166746
DEBUG 2024-12-28 13:38:18,979 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\urllib3\util\request.py first seen with mtime 1734619775.7742133
DEBUG 2024-12-28 13:38:18,980 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\retries\quota.py first seen with mtime 1734619777.179346
DEBUG 2024-12-28 13:38:18,980 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\monitoring.py first seen with mtime 1734619776.0410492
DEBUG 2024-12-28 13:38:18,980 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\retries\throttling.py first seen with mtime 1734619777.1803453
DEBUG 2024-12-28 13:38:18,981 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\discovery.py first seen with mtime 1734619776.0410492
DEBUG 2024-12-28 13:38:18,981 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\boto3\resources\__init__.py first seen with mtime 1734619777.7129893
DEBUG 2024-12-28 13:38:18,981 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\compat.py first seen with mtime 1734619776.0302284
DEBUG 2024-12-28 13:38:18,983 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\s3transfer\exceptions.py first seen with mtime 1734619777.6183064
DEBUG 2024-12-28 13:38:18,983 autoreload File D:\FoxMinded\task-12-create-basic-application\.venv\Lib\site-packages\botocore\docs\utils.py first seen with mtime 1734619777.1732717
